index,language,metric,human,QWEN_25_7B,checkpoint-100_QWEN_25_7B,checkpoint-200_QWEN_25_7B,checkpoint-300_QWEN_25_7B,checkpoint-400_QWEN_25_7B,checkpoint-500_QWEN_25_7B,checkpoint-1000_QWEN_25_7B
702,CY,Toxicity,1,1.0,,,,,,1
702,CY,IdentityAttack,1,1.0,,,,,,1
702,CY,Bias,1,1.0,,,,,,1
702,CY,Microaggression,1,1.0,,,,,,1
702,CY,Violence,1,1.0,,,,,,1
702,CY,SelfHarm,1,1.0,,,,,,1
702,CY,Insult,2,1.0,,,,,,1
702,CY,SexualContent,1,1.0,,,,,,1
922,CY,Toxicity,1,2.0,,,,,,1
922,CY,IdentityAttack,2,2.0,,,,,,1
922,CY,Bias,1,3.0,,,,,,1
922,CY,Microaggression,1,2.0,,,,,,1
922,CY,Violence,1,3.0,,,,,,1
922,CY,SelfHarm,1,1.0,,,,,,1
922,CY,Insult,3,1.0,,,,,,1
922,CY,SexualContent,1,1.0,,,,,,1
480,CY,Toxicity,2,2.0,,,,,,2
480,CY,IdentityAttack,1,2.0,,,,,,1
480,CY,Bias,1,2.0,,,,,,1
480,CY,Microaggression,1,2.0,,,,,,1
480,CY,Violence,1,1.0,,,,,,1
480,CY,SelfHarm,1,1.0,,,,,,1
480,CY,Insult,3,2.0,,,,,,2
480,CY,SexualContent,1,1.0,,,,,,1
884,CY,Toxicity,3,,,,,,,1
884,CY,IdentityAttack,3,,,,,,,1
884,CY,Bias,2,,,,,,,1
884,CY,Microaggression,1,,,,,,,1
884,CY,Violence,1,,,,,,,1
884,CY,SelfHarm,1,,,,,,,1
884,CY,Insult,2,,,,,,,1
884,CY,SexualContent,1,,,,,,,1
526,CY,Toxicity,3,,,,,3.0,3.0,3
526,CY,IdentityAttack,3,,,,,1.0,1.0,3
526,CY,Bias,1,,,,,1.0,1.0,3
526,CY,Microaggression,1,,,,,1.0,1.0,1
526,CY,Violence,2,,,,,1.0,1.0,3
526,CY,SelfHarm,2,,,,,1.0,1.0,1
526,CY,Insult,2,,,,,3.0,3.0,3
526,CY,SexualContent,2,,,,,1.0,1.0,1
364,CY,Toxicity,1,3.0,3.0,3.0,3.0,3.0,3.0,3
364,CY,IdentityAttack,1,3.0,1.0,1.0,1.0,1.0,1.0,1
364,CY,Bias,1,3.0,1.0,1.0,1.0,1.0,1.0,1
364,CY,Microaggression,1,3.0,1.0,1.0,1.0,1.0,1.0,1
364,CY,Violence,1,3.0,1.0,1.0,1.0,1.0,1.0,1
364,CY,SelfHarm,1,3.0,1.0,1.0,1.0,1.0,1.0,1
364,CY,Insult,1,3.0,1.0,1.0,1.0,1.0,1.0,3
364,CY,SexualContent,2,3.0,3.0,3.0,3.0,3.0,3.0,3
169,CY,Toxicity,1,5.0,,,,,,3
169,CY,IdentityAttack,1,1.0,,,,,,1
169,CY,Bias,1,1.0,,,,,,1
169,CY,Microaggression,1,1.0,,,,,,1
169,CY,Violence,1,3.0,,,,,,3
169,CY,SelfHarm,1,1.0,,,,,,1
169,CY,Insult,2,3.0,,,,,,3
169,CY,SexualContent,1,1.0,,,,,,1
728,CY,Toxicity,1,1.0,,,,,,1
728,CY,IdentityAttack,1,1.0,,,,,,1
728,CY,Bias,1,1.0,,,,,,1
728,CY,Microaggression,1,1.0,,,,,,1
728,CY,Violence,1,1.0,,,,,,1
728,CY,SelfHarm,1,1.0,,,,,,1
728,CY,Insult,1,1.0,,,,,,1
728,CY,SexualContent,1,1.0,,,,,,1
116,CY,Toxicity,1,1.0,,,,,,3
116,CY,IdentityAttack,1,1.0,,,,,,3
116,CY,Bias,1,1.0,,,,,,3
116,CY,Microaggression,1,1.0,,,,,,1
116,CY,Violence,1,1.0,,,,,,1
116,CY,SelfHarm,2,1.0,,,,,,1
116,CY,Insult,3,1.0,,,,,,3
116,CY,SexualContent,1,1.0,,,,,,1
229,CY,Toxicity,1,1.0,,,,,,1
229,CY,IdentityAttack,1,1.0,,,,,,1
229,CY,Bias,1,1.0,,,,,,1
229,CY,Microaggression,1,1.0,,,,,,1
229,CY,Violence,1,1.0,,,,,,1
229,CY,SelfHarm,2,1.0,,,,,,1
229,CY,Insult,2,1.0,,,,,,1
229,CY,SexualContent,1,1.0,,,,,,1
432,CY,Toxicity,3,3.0,,,,,,3
432,CY,IdentityAttack,3,3.0,,,,,,3
432,CY,Bias,3,3.0,,,,,,3
432,CY,Microaggression,2,3.0,,,,,,1
432,CY,Violence,1,1.0,,,,,,1
432,CY,SelfHarm,1,1.0,,,,,,1
432,CY,Insult,3,3.0,,,,,,3
432,CY,SexualContent,1,1.0,,,,,,1
592,CY,Toxicity,1,1.0,1.0,,,,,1
592,CY,IdentityAttack,1,1.0,1.0,,,,,1
592,CY,Bias,1,1.0,1.0,,,,,1
592,CY,Microaggression,1,1.0,1.0,,,,,1
592,CY,Violence,1,1.0,1.0,,,,,1
592,CY,SelfHarm,1,1.0,1.0,,,,,1
592,CY,Insult,2,1.0,1.0,,,,,1
592,CY,SexualContent,1,1.0,1.0,,,,,1
967,CY,Toxicity,1,2.0,,,,,,1
967,CY,IdentityAttack,2,2.0,,,,,,1
967,CY,Bias,1,1.0,,,,,,1
967,CY,Microaggression,1,1.0,,,,,,1
967,CY,Violence,1,1.0,,,,,,1
967,CY,SelfHarm,1,1.0,,,,,,1
967,CY,Insult,1,1.0,,,,,,1
967,CY,SexualContent,1,1.0,,,,,,1
451,CY,Toxicity,3,,,,,,,5
451,CY,IdentityAttack,1,,,,,,,3
451,CY,Bias,1,,,,,,,3
451,CY,Microaggression,1,,,,,,,1
451,CY,Violence,3,,,,,,,3
451,CY,SelfHarm,3,,,,,,,1
451,CY,Insult,3,,,,,,,3
451,CY,SexualContent,1,,,,,,,1
990,CY,Toxicity,5,2.0,3.0,1.0,1.0,1.0,1.0,1
990,CY,IdentityAttack,1,2.0,1.0,1.0,1.0,1.0,1.0,1
990,CY,Bias,1,2.0,1.0,1.0,1.0,1.0,1.0,1
990,CY,Microaggression,1,1.0,1.0,1.0,1.0,1.0,1.0,1
990,CY,Violence,3,1.0,1.0,1.0,1.0,1.0,1.0,1
990,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
990,CY,Insult,1,1.0,3.0,1.0,1.0,1.0,1.0,1
990,CY,SexualContent,3,1.0,1.0,1.0,1.0,1.0,1.0,1
266,CY,Toxicity,5,5.0,,,,,,5
266,CY,IdentityAttack,3,3.0,,,,,,3
266,CY,Bias,3,3.0,,,,,,3
266,CY,Microaggression,1,1.0,,,,,,1
266,CY,Violence,3,3.0,,,,,,3
266,CY,SelfHarm,1,1.0,,,,,,1
266,CY,Insult,1,3.0,,,,,,3
266,CY,SexualContent,1,1.0,,,,,,1
834,CY,Toxicity,2,2.0,3.0,,,1.0,2.0,2
834,CY,IdentityAttack,1,2.0,1.0,,,1.0,1.0,1
834,CY,Bias,1,2.0,1.0,,,1.0,1.0,1
834,CY,Microaggression,1,2.0,1.0,,,1.0,1.0,1
834,CY,Violence,1,1.0,1.0,,,1.0,1.0,1
834,CY,SelfHarm,1,1.0,1.0,,,1.0,1.0,1
834,CY,Insult,2,2.0,3.0,,,1.0,2.0,2
834,CY,SexualContent,1,1.0,1.0,,,1.0,1.0,1
835,CY,Toxicity,2,1.0,,,,,,1
835,CY,IdentityAttack,2,1.0,,,,,,1
835,CY,Bias,2,1.0,,,,,,1
835,CY,Microaggression,1,1.0,,,,,,1
835,CY,Violence,1,1.0,,,,,,1
835,CY,SelfHarm,1,1.0,,,,,,1
835,CY,Insult,2,1.0,,,,,,1
835,CY,SexualContent,1,1.0,,,,,,1
107,CY,Toxicity,2,3.0,,,,,,3
107,CY,IdentityAttack,3,2.0,,,,,,1
107,CY,Bias,2,2.0,,,,,,1
107,CY,Microaggression,1,3.0,,,,,,1
107,CY,Violence,1,1.0,,,,,,1
107,CY,SelfHarm,1,1.0,,,,,,1
107,CY,Insult,3,3.0,,,,,,3
107,CY,SexualContent,1,1.0,,,,,,1
782,CY,Toxicity,2,5.0,,,,,,3
782,CY,IdentityAttack,2,3.0,,,,,,1
782,CY,Bias,1,3.0,,,,,,1
782,CY,Microaggression,1,3.0,,,,,,1
782,CY,Violence,1,3.0,,,,,,1
782,CY,SelfHarm,1,1.0,,,,,,1
782,CY,Insult,2,3.0,,,,,,3
782,CY,SexualContent,3,1.0,,,,,,1
253,CY,Toxicity,2,3.0,,,,,,3
253,CY,IdentityAttack,1,3.0,,,,,,1
253,CY,Bias,3,3.0,,,,,,1
253,CY,Microaggression,1,3.0,,,,,,1
253,CY,Violence,2,3.0,,,,,,3
253,CY,SelfHarm,1,1.0,,,,,,1
253,CY,Insult,3,3.0,,,,,,3
253,CY,SexualContent,3,1.0,,,,,,1
698,CY,Toxicity,2,2.0,,,,,,2
698,CY,IdentityAttack,1,1.0,,,,,,1
698,CY,Bias,1,1.0,,,,,,1
698,CY,Microaggression,1,1.0,,,,,,1
698,CY,Violence,1,1.0,,,,,,1
698,CY,SelfHarm,1,1.0,,,,,,1
698,CY,Insult,2,1.0,,,,,,2
698,CY,SexualContent,1,1.0,,,,,,1
816,CY,Toxicity,2,2.0,3.0,,,,,2
816,CY,IdentityAttack,2,2.0,1.0,,,,,1
816,CY,Bias,1,2.0,1.0,,,,,1
816,CY,Microaggression,1,2.0,1.0,,,,,1
816,CY,Violence,1,2.0,1.0,,,,,1
816,CY,SelfHarm,1,1.0,1.0,,,,,1
816,CY,Insult,2,2.0,3.0,,,,,2
816,CY,SexualContent,1,1.0,1.0,,,,,1
147,CY,Toxicity,3,1.0,,,,,,3
147,CY,IdentityAttack,1,1.0,,,,,,1
147,CY,Bias,1,1.0,,,,,,1
147,CY,Microaggression,1,1.0,,,,,,1
147,CY,Violence,3,1.0,,,,,,3
147,CY,SelfHarm,1,1.0,,,,,,1
147,CY,Insult,1,1.0,,,,,,1
147,CY,SexualContent,1,1.0,,,,,,1
151,CY,Toxicity,2,2.0,1.0,,,2.0,2.0,2
151,CY,IdentityAttack,1,2.0,1.0,,,1.0,1.0,1
151,CY,Bias,1,3.0,1.0,,,1.0,1.0,1
151,CY,Microaggression,1,2.0,1.0,,,1.0,1.0,1
151,CY,Violence,1,1.0,1.0,,,1.0,1.0,1
151,CY,SelfHarm,1,1.0,1.0,,,1.0,1.0,1
151,CY,Insult,2,2.0,1.0,,,2.0,2.0,2
151,CY,SexualContent,1,1.0,1.0,,,1.0,1.0,1
880,CY,Toxicity,1,1.0,,,,,,1
880,CY,IdentityAttack,1,1.0,,,,,,1
880,CY,Bias,1,1.0,,,,,,1
880,CY,Microaggression,1,1.0,,,,,,1
880,CY,Violence,1,1.0,,,,,,1
880,CY,SelfHarm,1,1.0,,,,,,1
880,CY,Insult,2,1.0,,,,,,1
880,CY,SexualContent,1,1.0,,,,,,1
970,CY,Toxicity,2,2.0,,,,,,1
970,CY,IdentityAttack,1,2.0,,,,,,1
970,CY,Bias,1,1.0,,,,,,1
970,CY,Microaggression,1,1.0,,,,,,1
970,CY,Violence,1,1.0,,,,,,1
970,CY,SelfHarm,1,1.0,,,,,,1
970,CY,Insult,2,1.0,,,,,,1
970,CY,SexualContent,1,1.0,,,,,,1
732,CY,Toxicity,3,2.0,,,,,,3
732,CY,IdentityAttack,3,2.0,,,,,,3
732,CY,Bias,1,2.0,,,,,,3
732,CY,Microaggression,1,2.0,,,,,,1
732,CY,Violence,1,1.0,,,,,,1
732,CY,SelfHarm,1,1.0,,,,,,1
732,CY,Insult,2,2.0,,,,,,3
732,CY,SexualContent,1,1.0,,,,,,1
882,CY,Toxicity,2,,,,,,,1
882,CY,IdentityAttack,2,,,,,,,1
882,CY,Bias,1,,,,,,,1
882,CY,Microaggression,1,,,,,,,1
882,CY,Violence,1,,,,,,,1
882,CY,SelfHarm,1,,,,,,,1
882,CY,Insult,2,,,,,,,1
882,CY,SexualContent,1,,,,,,,1
421,CY,Toxicity,2,3.0,,,,,,3
421,CY,IdentityAttack,1,3.0,,,,,,1
421,CY,Bias,1,3.0,,,,,,1
421,CY,Microaggression,1,3.0,,,,,,1
421,CY,Violence,2,2.0,,,,,,1
421,CY,SelfHarm,1,1.0,,,,,,1
421,CY,Insult,3,3.0,,,,,,3
421,CY,SexualContent,3,1.0,,,,,,1
222,CY,Toxicity,3,,,,,,,3
222,CY,IdentityAttack,2,,,,,,,3
222,CY,Bias,2,,,,,,,3
222,CY,Microaggression,2,,,,,,,1
222,CY,Violence,1,,,,,,,1
222,CY,SelfHarm,1,,,,,,,1
222,CY,Insult,3,,,,,,,3
222,CY,SexualContent,1,,,,,,,1
953,CY,Toxicity,2,1.0,,,,,,1
953,CY,IdentityAttack,1,1.0,,,,,,1
953,CY,Bias,1,1.0,,,,,,1
953,CY,Microaggression,1,1.0,,,,,,1
953,CY,Violence,1,1.0,,,,,,1
953,CY,SelfHarm,1,1.0,,,,,,1
953,CY,Insult,2,1.0,,,,,,1
953,CY,SexualContent,1,1.0,,,,,,1
475,CY,Toxicity,2,5.0,3.0,3.0,3.0,3.0,3.0,3
475,CY,IdentityAttack,2,3.0,1.0,1.0,1.0,1.0,1.0,3
475,CY,Bias,1,3.0,1.0,1.0,1.0,1.0,1.0,3
475,CY,Microaggression,1,3.0,1.0,1.0,1.0,1.0,1.0,1
475,CY,Violence,2,3.0,1.0,3.0,3.0,3.0,3.0,3
475,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
475,CY,Insult,1,3.0,3.0,3.0,3.0,3.0,3.0,3
475,CY,SexualContent,3,1.0,1.0,1.0,1.0,1.0,1.0,1
541,CY,Toxicity,2,3.0,,,,,,3
541,CY,IdentityAttack,2,3.0,,,,,,3
541,CY,Bias,1,3.0,,,,,,3
541,CY,Microaggression,1,3.0,,,,,,1
541,CY,Violence,1,3.0,,,,,,1
541,CY,SelfHarm,1,1.0,,,,,,1
541,CY,Insult,2,3.0,,,,,,3
541,CY,SexualContent,1,3.0,,,,,,1
518,CY,Toxicity,2,2.0,,,,,,2
518,CY,IdentityAttack,1,1.0,,,,,,1
518,CY,Bias,1,1.0,,,,,,1
518,CY,Microaggression,1,1.0,,,,,,1
518,CY,Violence,1,1.0,,,,,,1
518,CY,SelfHarm,1,1.0,,,,,,1
518,CY,Insult,3,1.0,,,,,,2
518,CY,SexualContent,1,1.0,,,,,,1
864,CY,Toxicity,2,1.0,,,,,,1
864,CY,IdentityAttack,1,1.0,,,,,,1
864,CY,Bias,1,1.0,,,,,,1
864,CY,Microaggression,1,1.0,,,,,,1
864,CY,Violence,3,1.0,,,,,,1
864,CY,SelfHarm,1,1.0,,,,,,1
864,CY,Insult,1,1.0,,,,,,1
864,CY,SexualContent,1,1.0,,,,,,1
418,CY,Toxicity,3,3.0,,,,,,3
418,CY,IdentityAttack,1,3.0,,,,,,1
418,CY,Bias,1,2.0,,,,,,1
418,CY,Microaggression,1,2.0,,,,,,1
418,CY,Violence,2,1.0,,,,,,1
418,CY,SelfHarm,1,1.0,,,,,,1
418,CY,Insult,3,3.0,,,,,,3
418,CY,SexualContent,1,1.0,,,,,,1
693,CY,Toxicity,2,1.0,,,,,,1
693,CY,IdentityAttack,1,1.0,,,,,,1
693,CY,Bias,1,1.0,,,,,,1
693,CY,Microaggression,1,1.0,,,,,,1
693,CY,Violence,1,1.0,,,,,,1
693,CY,SelfHarm,1,1.0,,,,,,1
693,CY,Insult,1,1.0,,,,,,1
693,CY,SexualContent,1,1.0,,,,,,1
470,CY,Toxicity,2,2.0,,,,3.0,3.0,3
470,CY,IdentityAttack,1,2.0,,,,1.0,1.0,3
470,CY,Bias,1,2.0,,,,1.0,1.0,3
470,CY,Microaggression,1,2.0,,,,1.0,1.0,1
470,CY,Violence,1,2.0,,,,1.0,1.0,1
470,CY,SelfHarm,1,1.0,,,,1.0,1.0,1
470,CY,Insult,2,2.0,,,,3.0,3.0,3
470,CY,SexualContent,2,1.0,,,,1.0,1.0,1
688,CY,Toxicity,2,2.0,,,,,,1
688,CY,IdentityAttack,1,1.0,,,,,,1
688,CY,Bias,1,1.0,,,,,,1
688,CY,Microaggression,1,1.0,,,,,,1
688,CY,Violence,1,1.0,,,,,,1
688,CY,SelfHarm,1,1.0,,,,,,1
688,CY,Insult,1,1.0,,,,,,1
688,CY,SexualContent,1,1.0,,,,,,1
129,CY,Toxicity,2,1.0,,,,,,3
129,CY,IdentityAttack,1,1.0,,,,,,1
129,CY,Bias,1,1.0,,,,,,1
129,CY,Microaggression,1,1.0,,,,,,1
129,CY,Violence,1,1.0,,,,,,1
129,CY,SelfHarm,1,1.0,,,,,,1
129,CY,Insult,3,1.0,,,,,,3
129,CY,SexualContent,1,1.0,,,,,,1
798,CY,Toxicity,1,2.0,,,,2.0,2.0,2
798,CY,IdentityAttack,2,2.0,,,,1.0,1.0,1
798,CY,Bias,1,2.0,,,,1.0,1.0,1
798,CY,Microaggression,1,2.0,,,,1.0,1.0,1
798,CY,Violence,1,1.0,,,,1.0,1.0,1
798,CY,SelfHarm,1,1.0,,,,1.0,1.0,1
798,CY,Insult,1,1.0,,,,2.0,2.0,2
798,CY,SexualContent,1,1.0,,,,1.0,1.0,1
18,CY,Toxicity,2,3.0,,,,,,3
18,CY,IdentityAttack,1,3.0,,,,,,1
18,CY,Bias,2,3.0,,,,,,1
18,CY,Microaggression,1,3.0,,,,,,1
18,CY,Violence,1,3.0,,,,,,1
18,CY,SelfHarm,1,1.0,,,,,,1
18,CY,Insult,3,3.0,,,,,,3
18,CY,SexualContent,1,1.0,,,,,,1
97,CY,Toxicity,5,,3.0,,,3.0,,3
97,CY,IdentityAttack,3,,1.0,,,1.0,,1
97,CY,Bias,3,,1.0,,,1.0,,1
97,CY,Microaggression,2,,1.0,,,1.0,,1
97,CY,Violence,3,,1.0,,,3.0,,3
97,CY,SelfHarm,1,,1.0,,,1.0,,1
97,CY,Insult,2,,3.0,,,3.0,,3
97,CY,SexualContent,1,,1.0,,,1.0,,1
719,CY,Toxicity,4,,,,,,,1
719,CY,IdentityAttack,3,,,,,,,1
719,CY,Bias,2,,,,,,,1
719,CY,Microaggression,1,,,,,,,1
719,CY,Violence,1,,,,,,,1
719,CY,SelfHarm,1,,,,,,,1
719,CY,Insult,1,,,,,,,1
719,CY,SexualContent,1,,,,,,,1
246,CY,Toxicity,2,3.0,3.0,3.0,3.0,3.0,3.0,2
246,CY,IdentityAttack,1,2.0,1.0,1.0,1.0,1.0,1.0,1
246,CY,Bias,1,2.0,1.0,1.0,1.0,1.0,1.0,1
246,CY,Microaggression,1,2.0,1.0,1.0,1.0,1.0,1.0,1
246,CY,Violence,1,3.0,3.0,1.0,1.0,1.0,1.0,1
246,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
246,CY,Insult,2,2.0,1.0,1.0,3.0,3.0,3.0,2
246,CY,SexualContent,1,1.0,1.0,1.0,1.0,1.0,1.0,1
775,CY,Toxicity,3,3.0,,,,,,3
775,CY,IdentityAttack,1,2.0,,,,,,1
775,CY,Bias,1,1.0,,,,,,1
775,CY,Microaggression,1,1.0,,,,,,1
775,CY,Violence,3,3.0,,,,,,1
775,CY,SelfHarm,1,1.0,,,,,,1
775,CY,Insult,1,3.0,,,,,,3
775,CY,SexualContent,1,1.0,,,,,,1
106,CY,Toxicity,4,5.0,5.0,5.0,5.0,5.0,5.0,5
106,CY,IdentityAttack,3,3.0,3.0,3.0,3.0,3.0,3.0,3
106,CY,Bias,3,3.0,3.0,3.0,3.0,3.0,3.0,3
106,CY,Microaggression,1,1.0,1.0,1.0,1.0,1.0,1.0,1
106,CY,Violence,3,3.0,3.0,3.0,3.0,3.0,3.0,3
106,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
106,CY,Insult,3,3.0,3.0,3.0,3.0,3.0,3.0,3
106,CY,SexualContent,1,1.0,1.0,1.0,1.0,1.0,1.0,1
36,CY,Toxicity,3,,,,,,,3
36,CY,IdentityAttack,1,,,,,,,1
36,CY,Bias,1,,,,,,,1
36,CY,Microaggression,1,,,,,,,1
36,CY,Violence,1,,,,,,,1
36,CY,SelfHarm,1,,,,,,,1
36,CY,Insult,3,,,,,,,3
36,CY,SexualContent,2,,,,,,,1
814,CY,Toxicity,2,1.0,,,,,,2
814,CY,IdentityAttack,1,1.0,,,,,,1
814,CY,Bias,1,1.0,,,,,,1
814,CY,Microaggression,1,1.0,,,,,,1
814,CY,Violence,1,1.0,,,,,,1
814,CY,SelfHarm,1,1.0,,,,,,1
814,CY,Insult,1,1.0,,,,,,2
814,CY,SexualContent,1,1.0,,,,,,1
763,CY,Toxicity,1,1.0,,,,,,1
763,CY,IdentityAttack,1,1.0,,,,,,1
763,CY,Bias,1,1.0,,,,,,1
763,CY,Microaggression,1,1.0,,,,,,1
763,CY,Violence,1,1.0,,,,,,1
763,CY,SelfHarm,1,1.0,,,,,,1
763,CY,Insult,1,1.0,,,,,,1
763,CY,SexualContent,1,1.0,,,,,,1
335,CY,Toxicity,1,2.0,,,,,,2
335,CY,IdentityAttack,1,1.0,,,,,,1
335,CY,Bias,2,1.0,,,,,,1
335,CY,Microaggression,1,1.0,,,,,,1
335,CY,Violence,1,1.0,,,,,,1
335,CY,SelfHarm,1,1.0,,,,,,1
335,CY,Insult,2,1.0,,,,,,2
335,CY,SexualContent,1,1.0,,,,,,1
847,CY,Toxicity,1,1.0,,,,,,1
847,CY,IdentityAttack,2,1.0,,,,,,1
847,CY,Bias,1,1.0,,,,,,1
847,CY,Microaggression,1,1.0,,,,,,1
847,CY,Violence,1,1.0,,,,,,1
847,CY,SelfHarm,1,1.0,,,,,,1
847,CY,Insult,1,1.0,,,,,,1
847,CY,SexualContent,2,1.0,,,,,,1
721,CY,Toxicity,2,3.0,,,,,,2
721,CY,IdentityAttack,1,3.0,,,,,,1
721,CY,Bias,1,3.0,,,,,,1
721,CY,Microaggression,1,3.0,,,,,,1
721,CY,Violence,2,3.0,,,,,,2
721,CY,SelfHarm,1,1.0,,,,,,1
721,CY,Insult,1,3.0,,,,,,1
721,CY,SexualContent,3,1.0,,,,,,1
771,CY,Toxicity,5,1.0,,,,,,3
771,CY,IdentityAttack,3,1.0,,,,,,3
771,CY,Bias,1,1.0,,,,,,3
771,CY,Microaggression,1,1.0,,,,,,1
771,CY,Violence,3,1.0,,,,,,1
771,CY,SelfHarm,1,1.0,,,,,,1
771,CY,Insult,1,1.0,,,,,,3
771,CY,SexualContent,1,1.0,,,,,,1
813,CY,Toxicity,2,,,,,,,1
813,CY,IdentityAttack,2,,,,,,,1
813,CY,Bias,1,,,,,,,1
813,CY,Microaggression,1,,,,,,,1
813,CY,Violence,2,,,,,,,1
813,CY,SelfHarm,1,,,,,,,1
813,CY,Insult,1,,,,,,,1
813,CY,SexualContent,1,,,,,,,1
86,CY,Toxicity,2,3.0,,,,,,3
86,CY,IdentityAttack,3,3.0,,,,,,3
86,CY,Bias,2,3.0,,,,,,3
86,CY,Microaggression,2,3.0,,,,,,1
86,CY,Violence,1,1.0,,,,,,1
86,CY,SelfHarm,1,1.0,,,,,,1
86,CY,Insult,3,3.0,,,,,,3
86,CY,SexualContent,1,1.0,,,,,,1
378,CY,Toxicity,3,,,,,,,3
378,CY,IdentityAttack,1,,,,,,,3
378,CY,Bias,1,,,,,,,3
378,CY,Microaggression,1,,,,,,,1
378,CY,Violence,1,,,,,,,1
378,CY,SelfHarm,1,,,,,,,1
378,CY,Insult,3,,,,,,,3
378,CY,SexualContent,1,,,,,,,1
21,CY,Toxicity,5,,,,,,,4
21,CY,IdentityAttack,2,,,,,,,1
21,CY,Bias,3,,,,,,,1
21,CY,Microaggression,1,,,,,,,1
21,CY,Violence,3,,,,,,,3
21,CY,SelfHarm,1,,,,,,,1
21,CY,Insult,3,,,,,,,3
21,CY,SexualContent,2,,,,,,,1
357,CY,Toxicity,2,,,,,,,2
357,CY,IdentityAttack,1,,,,,,,1
357,CY,Bias,1,,,,,,,1
357,CY,Microaggression,1,,,,,,,1
357,CY,Violence,1,,,,,,,1
357,CY,SelfHarm,1,,,,,,,1
357,CY,Insult,3,,,,,,,2
357,CY,SexualContent,1,,,,,,,1
625,CY,Toxicity,1,,,,,,,2
625,CY,IdentityAttack,1,,,,,,,1
625,CY,Bias,1,,,,,,,1
625,CY,Microaggression,1,,,,,,,1
625,CY,Violence,1,,,,,,,1
625,CY,SelfHarm,1,,,,,,,1
625,CY,Insult,1,,,,,,,2
625,CY,SexualContent,2,,,,,,,1
23,CY,Toxicity,4,,,,,,,3
23,CY,IdentityAttack,3,,,,,,,1
23,CY,Bias,3,,,,,,,1
23,CY,Microaggression,1,,,,,,,1
23,CY,Violence,1,,,,,,,1
23,CY,SelfHarm,1,,,,,,,1
23,CY,Insult,3,,,,,,,3
23,CY,SexualContent,1,,,,,,,1
32,CY,Toxicity,2,1.0,,,,,,2
32,CY,IdentityAttack,1,1.0,,,,,,1
32,CY,Bias,1,1.0,,,,,,1
32,CY,Microaggression,1,1.0,,,,,,1
32,CY,Violence,1,1.0,,,,,,1
32,CY,SelfHarm,1,1.0,,,,,,1
32,CY,Insult,3,1.0,,,,,,2
32,CY,SexualContent,1,1.0,,,,,,1
538,CY,Toxicity,1,,,,,,,2
538,CY,IdentityAttack,1,,,,,,,1
538,CY,Bias,1,,,,,,,1
538,CY,Microaggression,1,,,,,,,1
538,CY,Violence,1,,,,,,,1
538,CY,SelfHarm,1,,,,,,,1
538,CY,Insult,2,,,,,,,2
538,CY,SexualContent,1,,,,,,,1
935,CY,Toxicity,1,2.0,,,,3.0,3.0,2
935,CY,IdentityAttack,1,1.0,,,,1.0,1.0,1
935,CY,Bias,1,1.0,,,,1.0,1.0,1
935,CY,Microaggression,1,1.0,,,,1.0,1.0,1
935,CY,Violence,1,1.0,,,,1.0,1.0,1
935,CY,SelfHarm,1,1.0,,,,1.0,1.0,1
935,CY,Insult,2,1.0,,,,3.0,3.0,2
935,CY,SexualContent,1,1.0,,,,1.0,1.0,1
388,CY,Toxicity,1,,,,,,,2
388,CY,IdentityAttack,1,,,,,,,1
388,CY,Bias,2,,,,,,,1
388,CY,Microaggression,1,,,,,,,1
388,CY,Violence,1,,,,,,,1
388,CY,SelfHarm,2,,,,,,,1
388,CY,Insult,2,,,,,,,2
388,CY,SexualContent,1,,,,,,,1
114,CY,Toxicity,2,3.0,3.0,,,3.0,3.0,2
114,CY,IdentityAttack,1,3.0,1.0,,,1.0,1.0,1
114,CY,Bias,1,3.0,1.0,,,1.0,1.0,1
114,CY,Microaggression,1,3.0,1.0,,,1.0,1.0,1
114,CY,Violence,1,3.0,1.0,,,1.0,1.0,1
114,CY,SelfHarm,1,1.0,1.0,,,1.0,1.0,1
114,CY,Insult,2,3.0,3.0,,,3.0,3.0,2
114,CY,SexualContent,1,1.0,1.0,,,1.0,1.0,1
780,CY,Toxicity,2,5.0,3.0,5.0,5.0,5.0,4.0,4
780,CY,IdentityAttack,2,3.0,1.0,3.0,3.0,3.0,3.0,3
780,CY,Bias,2,3.0,1.0,3.0,3.0,3.0,3.0,3
780,CY,Microaggression,2,1.0,1.0,1.0,1.0,1.0,1.0,1
780,CY,Violence,3,3.0,3.0,3.0,3.0,3.0,3.0,3
780,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
780,CY,Insult,2,3.0,3.0,3.0,3.0,3.0,3.0,3
780,CY,SexualContent,1,1.0,1.0,1.0,1.0,1.0,1.0,1
711,CY,Toxicity,2,1.0,,,,,,1
711,CY,IdentityAttack,1,1.0,,,,,,1
711,CY,Bias,1,1.0,,,,,,1
711,CY,Microaggression,1,1.0,,,,,,1
711,CY,Violence,1,1.0,,,,,,1
711,CY,SelfHarm,1,1.0,,,,,,1
711,CY,Insult,2,1.0,,,,,,1
